PROJECT,SITE_ID,DEPTH_FROM,DEPTH_TO,DRILLERRUNLENGTH,CORERECOVERED,RECOVERYPERCENT,RQD,RQDPERCENT,NOFRACTURES,ROCKSTRENGTH,DESCRIPTION
PROMHILL,PH10D489,262.1,268.06,5.96,5.96,100.0,5.81,97.48,17,R4,Strong Rock
PROMHILL,PH10D489,268.06,274.05,5.99,6.01,100.33,6.01,100.0,7,R4,Strong Rock
PROMHILL,PH10D489,274.05,280.02,5.97,6.0,100.5,5.93,99.33,12,R4,Strong Rock
PROMHILL,PH10D489,280.02,285.99,5.97,6.03,101.01,5.97,100.0,8,R4,Strong Rock
PROMHILL,PH10D489,285.99,292.01,6.02,6.08,101.0,6.08,100.0,7,R4,Strong Rock
PROMHILL,PH10D489,292.01,296.07,4.06,4.03,100.0,3.29,81.03,23,R4,Strong Rock
PROMHILL,PH10D489,296.07,301.01,4.94,4.95,100.2,4.74,95.95,16,R4,Strong Rock
PROMHILL,PH10D489,301.01,306.95,5.94,6.0,101.01,5.86,98.65,16,R4,Strong Rock
PROMHILL,PH10D489,306.95,312.99,6.04,6.05,100.17,6.04,100.0,15,R4,Strong Rock
PROMHILL,PH10D489,312.99,318.98,5.99,5.99,100.0,5.91,98.66,9,R4,Strong Rock
PROMHILL,PH10D489,318.98,325.0,6.02,6.01,99.83,6.01,99.83,4,R4,Strong Rock
PROMHILL,PH10D489,325.0,330.98,5.98,5.98,100.0,5.98,100.0,1,R4,Strong Rock
PROMHILL,PH10D489,330.98,336.95,5.97,5.97,100.0,5.97,100.0,1,R4,Strong Rock
PROMHILL,PH10D489,336.95,342.98,6.03,6.02,99.83,6.02,99.83,0,R4,Strong Rock
PROMHILL,PH10D489,342.98,348.92,5.94,5.84,99.83,5.72,96.3,12,R4,Strong Rock
PROMHILL,PH10D489,348.92,354.92,6.0,5.98,99.67,5.98,99.67,1,R4,Strong Rock
PROMHILL,PH10D489,354.92,361.03,6.11,6.06,99.18,6.06,99.18,0,R4,Strong Rock
PROMHILL,PH10D489,361.03,367.0,5.97,5.97,100.0,5.97,100.0,2,R4,Strong Rock
PROMHILL,PH10D489,367.0,373.09,6.09,6.09,100.0,6.09,100.0,1,R4,Strong Rock
PROMHILL,PH10D489,373.09,379.13,6.04,6.03,99.83,6.03,99.83,0,R4,Strong Rock
PROMHILL,PH10D489,379.13,385.06,5.93,5.96,100.51,5.96,100.0,1,R4,Strong Rock
PROMHILL,PH10D489,385.06,391.05,5.99,5.98,99.83,5.98,99.83,4,R4,Strong Rock
PROMHILL,PH10D489,391.05,397.03,5.98,5.98,100.0,5.98,100.0,2,R4,Strong Rock
PROMHILL,PH10D489,397.03,403.05,6.02,6.01,99.83,6.01,99.83,5,R4,Strong Rock
PROMHILL,PH10D489,403.05,409.0,5.95,5.94,99.83,5.94,99.83,5,R4,Strong Rock
PROMHILL,PH10D489,409.0,414.98,5.98,5.98,100.0,5.98,100.0,0,R4,Strong Rock
PROMHILL,PH10D489,414.98,420.96,5.98,5.98,100.0,5.98,100.0,0,R4,Strong Rock
PROMHILL,PH10D489,420.96,426.96,6.0,5.77,100.0,5.77,96.17,5,R4,Strong Rock
PROMHILL,PH10D489,426.96,433.02,6.06,6.06,100.0,6.04,99.67,2,R4,Strong Rock
PROMHILL,PH10D489,433.02,438.93,5.91,5.91,100.0,5.91,100.0,2,R4,Strong Rock
PROMHILL,PH10D489,438.93,444.99,6.06,6.06,100.0,6.06,100.0,1,R4,Strong Rock
PROMHILL,PH10D489,444.99,450.96,5.97,5.93,100.0,5.93,99.33,2,R5,Very Strong Rock
PROMHILL,PH10D489,450.96,456.99,6.03,6.03,100.0,6.03,100.0,0,R5,Very Strong Rock
PROMHILL,PH10D489,456.99,462.84,5.85,5.85,100.0,5.79,98.97,4,R4,Strong Rock
PROMHILL,PH10D489,462.84,468.89,6.05,6.0,99.83,6.0,99.17,4,R4,Strong Rock
PROMHILL,PH10D489,468.89,473.98,5.09,5.02,99.8,4.85,95.28,18,R4,Strong Rock
PROMHILL,PH10D489,473.98,478.01,4.03,4.03,100.0,3.9,96.77,8,R4,Strong Rock
PROMHILL,PH10D489,478.01,483.98,5.97,5.97,100.0,5.88,98.49,7,R4,Strong Rock
PROMHILL,PH10D489,483.98,489.94,5.96,5.96,100.0,5.96,100.0,7,R4,Strong Rock
PROMHILL,PH10D489,489.94,496.04,6.1,6.0,98.36,6.0,98.36,4,R4,Strong Rock
PROMHILL,PH10D489,496.04,502.04,6.0,6.0,100.0,5.99,99.83,8,R4,Strong Rock
PROMHILL,PH10D489,502.04,508.03,5.99,5.87,100.0,5.81,96.99,15,R4,Strong Rock
PROMHILL,PH10D489,508.03,514.09,6.06,6.06,100.0,6.05,99.83,6,R4,Strong Rock
PROMHILL,PH10D489,514.09,519.72,5.63,5.63,100.0,5.59,99.29,7,R4,Strong Rock
PROMHILL,PH10D489,519.72,526.0,6.28,6.07,100.0,5.93,94.43,14,R4,Strong Rock
