Project,SiteId,Depth_From,Depth_To,Altmineral1,Altstyle1,Altmineral2,Altstyle2
SAR,DD06PHE004,180.6,194.3,mt,P,ch,P
SAR,DD06PHE004,196.8,201.6,mt,P,ch,P
SAR,DD06PHE004,201.6,221.5,mt,NL,ch,P
SAR,DD06PHE004,221.5,223.2,ch,C,cb,P
SAR,DD06PHE004,223.2,235.6,ch,C,cb,P
SAR,DD06PHE004,235.6,239.2,mt,p,ch,C
SAR,DD06PHE004,239.2,241.4,ch,C,cb,P
SAR,DD06PHE004,241.4,242.3,mt,p,ch,p
SAR,DD06PHE004,242.3,251.2,qt,C,tc,C
SAR,DD06PHE004,251.2,330.6,qt,C,tc,C
SAR,DD06PHE004,330.6,348.8,ch,C,qt,C
SAR,DD07LAR001,96.0,111.56,Ch,P,HRR,V
SAR,DD07LAR001,111.56,114.8,HRR,V,Se,P
SAR,DD07LAR001,114.8,115.98,Ch,P,Se,P
SAR,DD07LAR001,115.98,118.86,ch,C,HRR,P
SAR,DD07LAR001,118.86,144.45,CH,P,HRR,P
SAR,DD07LAR001,144.45,148.8,HRR,P,SE,P
SAR,DD07LAR001,148.8,155.5,HRR,V,SE,P
SAR,DD07LAR001,155.5,157.6,HRR,P,Se,P
SAR,DD07LAR001,157.6,170.06,CH,P,HRR,P
SAR,DD07LAR001,170.06,179.9,ch,P,HRR,P
SAR,DD07LAR001,179.9,197.1,ch,P,HRR,P
SAR,DD07LAR001,197.1,201.5,HSP,V,Se,P
SAR,DD07LAR001,201.5,206.24,Ch,O,HRR,P
SAR,DD07LAR001,206.24,221.2,ch,P,HDG,P
SAR,DD07LAR001,221.2,224.8,ch,P,HDG,P
SAR,DD07LAR001,224.8,248.1,ch,P,HDG,P
SAR,DD07LAR001,248.1,254.3,ch,P,HDG,P
SAR,DD07LAR001,254.3,263.1,ch,P,HDG,P
SAR,DD07LAR001,263.1,270.7,ch,P,HDG,P
SAR,DD07LAR001,270.7,274.95,ch,P,HDG,P
SAR,DD07LAR001,274.95,328.1,ch,P,HDG,P
SAR,DD07LAR001,328.1,329.1,HDG,P,Mt,P
SAR,DD07LAR001,329.1,338.1,HDG,P,Mt,P
SAR,DD07LAR001,338.1,340.9,HDG,P,Mt,P
SAR,DD07LAR001,340.9,342.8,HDG,P,Mt,P
SAR,DD07LAR001,342.8,357.1,HDG,P,Mt,P
SAR,DD07LAR001,357.1,358.5,HRR,P,se,P
SAR,DD07LAR001,358.5,381.0,HDG,P,mt,P
SAR,DD07LAR001,381.0,387.1,HDG,P,mt,P
SAR,DD07LAR001,387.1,390.3,HDG,P,mt,P
SAR,DD07LAR001,390.3,396.8,HDG,P,mt,P
SAR,DD07LAR001,396.8,397.8,mt,P,SE,P
SAR,DD07LAR001,397.8,401.1,Ch,P,mt,P
SAR,DD07LAR001,401.1,411.8,Ch,P,mt,P
SAR,DD07LAR001,411.8,415.5,Ch,P,mt,P
SAR,DD07LAR001,415.5,421.4,Ch,P,mt,P
SAR,DD07LAR001,421.4,423.3,Ch,P,mt,P
SAR,DD07LAR001,423.3,424.5,Ch,P,mt,P
SAR,DD07LAR001,424.5,433.0,Ch,P,mt,P
SAR,DD07LAR001,433.0,433.8,Ch,P,mt,P
SAR,DD07LAR001,433.8,444.8,Ch,P,mt,P
SAR,DD07LAR001,444.8,446.1,Ch,P,mt,P
SAR,DD07LAR001,446.1,448.9,Ch,P,mt,P
SAR,DD07LAR001,448.9,452.0,Ch,P,mt,P
SAR,DD07LAR001,452.0,452.3,Ch,C,mt,C
SAR,DD07LAR001,452.3,459.6,mt,P,Se,P
SAR,DD07LAR001,459.6,474.6,mt,P,Se,P
SAR,DD07LAR001,474.6,479.9,mt,P,Se,P
SAR,DD07LAR001,479.9,489.9,mt,P,Se,P
SAR,DD07LAR001,489.9,498.8,mt,P,Se,P
SAR,DD07LAR001,498.8,501.6,HRR,P,Se,P
SAR,DD07LAR001,501.6,516.4,mt,P,Se,P
SAR,DD07LAR001,516.4,527.4,mt,P,se,P
SAR,DD07MIR002,118.0,122.0,FE,C,,
SAR,DD07MIR002,122.0,129.94,FE,C,,
SAR,DD07MIR002,129.94,130.6,CH,C,FE,P
SAR,DD07MIR002,130.6,132.3,FE,C,CH,C
SAR,DD07MIR002,132.3,139.68,CH,C,FE,C
SAR,DD07MIR002,139.68,146.6,CH,C,,
SAR,DD07MIR002,146.6,147.65,CH,C,HRR,C
SAR,DD07MIR002,147.65,153.83,CH,P,,
SAR,DD07MIR002,153.83,155.88,CH,P,,
SAR,DD07MIR002,155.88,157.56,CH,C,,
SAR,DD07MIR002,157.56,158.16,CH,C,,
SAR,DD07MIR002,158.16,158.8,CH,C,,
SAR,DD07MIR002,158.8,162.91,CH,C,,
SAR,DD07MIR002,162.91,166.8,CH,C,MT,NL
SAR,DD07MIR002,166.8,169.53,CH,C,,
SAR,DD07MIR002,169.53,174.0,CH,C,HRR,P
SAR,DD07MIR002,174.0,177.29,MT,C,CH,C
SAR,DD07MIR002,177.29,178.81,CH,C,HRR,P
SAR,DD07MIR002,178.81,181.3,CH,P,HRR,C
SAR,DD07MIR002,181.3,182.0,CH,C,HRR,P
SAR,DD07MIR002,182.0,193.26,CH,P,,
SAR,DD07MIR002,193.26,194.44,HRR,P,,
SAR,DD07MIR002,194.44,202.4,CH,P,HRR,C
SAR,DD07MIR002,202.4,205.0,CH,C,HRR,P
SAR,DD07MIR002,205.0,211.13,CH,P,HRR,C
SAR,DD07MIR002,211.13,212.6,HRR,P,,
SAR,DD07MIR002,212.6,218.1,CH,P,HRR,C
SAR,DD07MIR002,218.1,219.8,CH,C,,
SAR,DD07MIR002,219.8,222.45,CH,P,,
SAR,DD07MIR002,222.45,232.5,CH,C,,
SAR,DD07MIR002,232.5,245.08,CH,P,,
SAR,DD07MIR002,245.08,248.19,CH,C,,
SAR,DD07MIR002,248.19,256.6,CH,C,,
SAR,DD07MIR002,256.6,258.85,CH,P,,
SAR,DD07MIR002,258.85,262.55,CH,C,,
SAR,DD07MIR002,262.55,266.6,CH,P,,
SAR,DD07MIR002,266.6,268.77,CH,C,,
SAR,DD07MIR002,268.77,270.4,CH,C,,
SAR,DD07MIR002,270.4,272.28,CH,C,HRR,C
SAR,DD07MIR002,272.28,302.4,CH,P,,
SAR,DD07MIR002,302.4,304.9,CH,C,,
SAR,DD07MIR002,304.9,311.15,CH,C,,
SAR,DD07MIR002,311.15,320.3,CH,C,,
SAR,DD07MIR002,320.3,322.74,CH,P,,
SAR,DD07MIR002,322.74,328.47,CH,C,,
SAR,DD07MIR002,328.47,332.0,CH,C,,
SAR,DD07MIR002,332.0,333.45,CH,C,,
SAR,DD07MIR002,333.45,336.1,CH,C,,
SAR,DD07MIR002,336.1,342.91,CH,C,,
SAR,DD07MIR002,342.91,344.1,CH,C,,
SAR,DD07MIR002,344.1,346.0,CH,C,,
SAR,DD07MIR002,346.0,346.7,CH,C,HRR,C
SAR,DD07MIR002,346.7,358.79,CH,P,HRR,C
SAR,DD07MIR002,358.79,366.2,CH,P,,
SAR,DD07MIR002,366.2,367.59,CH,C,HRR,P
SAR,DD07MIR002,367.59,376.46,CH,P,HRR,C
SAR,DD07MIR002,376.46,383.04,CH,P,HRR,P
SAR,DD07MIR002,383.04,387.7,CH,C,,
SAR,DD07MIR002,387.7,389.0,CH,C,,
SAR,DD07MIR002,389.0,395.8,CH,C,,
SAR,DD07MIR002,395.8,415.33,CH,C,,
SAR,DD07MIR002,415.33,417.15,CH,C,,
SAR,DD07MIR002,417.15,420.47,CH,C,,
SAR,DD07MIR002,420.47,469.37,CH,C,,
SAR,DD07MIR002,469.37,477.05,CH,C,,
SAR,DD07MIR002,477.05,491.9,CH,C,,
SAR,DD07MIR002,491.9,502.2,CH,C,,
SAR,DD07MIR002,502.2,528.8,HRE,C,,
SAR,DD07MIR002,528.8,533.15,CH,C,,
SAR,DD07MIR002,533.15,545.93,CH,C,,
SAR,DD07MIR002,545.93,555.89,CH,C,,
SAR,DD07MIR002,555.89,559.86,CH,C,,
SAR,DD07MIR002,559.86,561.1,CH,C,,
SAR,DD07MIR002,561.1,568.14,CH,C,,
SAR,DD07MIR002,568.14,570.17,CH,C,,
SAR,DD07MIR002,570.17,580.95,CH,C,,
SAR,DD07MIR002,580.95,581.73,CH,C,,
SAR,DD07MIR002,581.73,594.48,CH,C,,
SAR,DD07MIR002,594.48,597.51,CH,C,,
SAR,DD07MIR002,597.51,603.92,CH,C,,
SAR,DD07MIR002,603.92,623.07,CH,C,,
SAR,DD07MIR002,623.07,626.19,CH,C,,
SAR,DD07MIR002,626.19,633.1,CH,C,,
SAR,DD07MIR002,633.1,636.7,CH,C,,
SAR,DD07NEP005,76.0,77.0,HRR,P,mt,D
SAR,DD07NEP005,77.0,94.9,HDG,V,HRR,C
SAR,DD07NEP005,94.9,98.7,HRR,C,mt,D
SAR,DD07NEP005,98.7,109.7,CH,S,HRR,P
SAR,DD07NEP005,109.7,144.6,CH,P,HRR,P
SAR,DD07NEP005,144.6,216.08,CH,S,HRR,P
SAR,DD07NEP005,216.08,219.0,CH,V,HRR,P
SAR,DD07NEP005,219.0,227.5,CH,P,HRR,P
SAR,DD07NEP005,227.5,238.8,CH,P,HRR,P
SAR,DD07NEP005,238.8,241.16,HRR,P,MT,P
SAR,DD07NEP005,241.16,251.5,HRR,P,MT,P
SAR,DD07NEP005,251.5,253.3,CH,F,HRR,P
SAR,DD07NEP005,253.3,263.2,HRR,P,MT,P
SAR,DD07NEP005,263.2,296.0,CH,P,HRR,P
SAR,DD07NEP005,296.0,297.7,HRR,P,,
SAR,DD07NEP005,297.7,298.9,HRR,P,CH,P
SAR,DD07NEP005,298.9,300.3,CH,C,HRR,P
SAR,DD07NEP005,300.3,313.0,CH,V,HRR,P
SAR,DD07NEP005,313.0,327.7,CH,P,HRR,P
SAR,DD07NEP005,327.7,333.2,CH,P,HRR,P
SAR,DD07NEP005,333.2,357.0,HDG,V,HRR,P
SAR,DD07NEP005,357.0,368.95,CH,C,HRR,P
SAR,DD07NEP005,368.95,390.15,CH,P,HRR,P
SAR,DD07NEP005,390.15,392.5,HRR,P,MT,P
SAR,DD07NEP005,392.5,397.7,CH,P,HRR,P
SAR,DD07NEP005,397.7,407.9,HRR,C,MT,P
SAR,DD07NEP005,407.9,409.4,CH,P,MT,P
SAR,DD07NEP005,409.4,437.95,HRR,C,MT,P
SAR,DD07NEP005,437.95,439.7,HRR,C,MT,P
SAR,DD07NEP005,439.7,452.5,HRR,C,MT,P
SAR,DD07NEP005,452.5,454.0,HRR,C,MT,P
SAR,DD07NEP005,454.0,461.8,HRR,C,MT,P
SAR,DD07NEP005,461.8,465.5,HRR,C,MT,P
SAR,DD07NEP005,465.5,471.9,HRR,C,MT,P
SAR,DD07NEP005,471.9,477.2,CH,P,HRR,P
SAR,DD07NEP005,477.2,478.3,HRR,P,MT,P
SAR,DD07NEP005,478.3,479.3,CH,P,HRR,P
SAR,DD07NEP005,479.3,484.12,MT,P,CH,P
SAR,DD07NEP005,484.12,488.45,CH,P,HRR,P
SAR,DD07NEP005,488.45,509.35,CH,P,HDG,V
SAR,DD07NEP005,509.35,512.75,CH,P,HRR,P
SAR,DD07NEP005,512.75,519.1,CH,P,HRE,V
SAR,DD07NEP005,519.1,528.6,ch,P,HRE,P
SAR,DD07NEP005,528.6,529.9,HRR,P,mt,P
SAR,DD07NEP005,529.9,533.8,ch,P,mt,P
SAR,DD07NEP005,533.8,540.7,ch,P,mt,P
SAR,DD07NEP005,540.7,544.5,HRR,P,mt,P
SAR,DD07NEP005,544.5,560.3,ch,P,mt,P
SAR,DD07NEP005,560.3,589.8,HRR,P,mt,P
SAR,DD07NEP005,589.8,591.5,mt,C,ch,P
SAR,DD07NEP005,591.5,596.65,mt,P,ch,P
SAR,DD07NEP005,596.65,602.9,HRR,P,mt,P
SAR,DD07NEP005,602.9,604.6,mt,P,ch,P
SAR,DD07NEP005,604.6,621.7,HRR,C,mt,P
SAR,DD07NEP005,621.7,625.6,mt,P,ch,P
SAR,DD07NEP005,625.6,627.18,mt,P,ch,P
SAR,DD07NEP005,627.18,629.8,mt,P,ch,P
SAR,DD07NEP005,629.8,638.0,mt,P,ch,P
SAR,DD07NEP005,638.0,649.0,MT,P,CH,P
SAR,DD07NEP005,649.0,663.85,CH,P,MT,P
SAR,DD07NEP005,663.85,674.5,HRR,C,MT,P
SAR,DD07NEP005,674.5,690.2,HRR,C,MT,P
SAR,DD07NEP005,690.2,697.31,MT,P,QT,V
SAR,DD07NEP005,697.31,699.9,MT,P,se,D
SAR,DD07NEP005,699.9,706.5,CH,P,MT,P
SAR,DD07NEP005,706.5,711.45,ch,P,mt,P
SAR,DD07NEP005,711.45,715.92,CH,P,MT,P
SAR,DD07NEP005,715.92,744.05,MT,P,CH,P
SAR,DD07NEP005,744.05,754.65,HRR,C,MT,P
SAR,DD07NEP005,754.65,758.45,ch,P,mt,P
SAR,DD07NEP005,758.45,773.0,ch,P,mt,P
SAR,DD07NEP005,773.0,775.5,mt,P,se,C
SAR,DD07NEP005,775.5,784.0,se,C,HRR,P
SAR,DD07NEP005,784.0,786.8,mt,P,ch,P
SAR,DD07NEP005,786.8,788.7,mt,P,se,C
SAR,DD07NEP005,788.7,790.05,mt,P,ch,P
SAR,DD07NEP005,790.05,790.97,cb,V,ch,P
SAR,DD07NEP005,790.97,795.98,HRR,C,mt,P
SAR,DD07NEP005,795.98,800.2,HRR,P,mt,P
SAR,DD07TRI002,116.52,124.8,HDG,P,Se,P
SAR,DD07TRI002,124.8,126.84,HRR,P,Se,P
SAR,DD07TRI002,126.84,136.2,HRR,P,Se,P
SAR,DD07TRI002,136.2,146.72,HRR,P,Se,P
SAR,DD07TRI002,146.72,153.9,HDG,P,Se,P
SAR,DD07TRI002,153.9,154.78,HRR,P,Se,P
SAR,DD07TRI002,154.78,160.18,HDG,P,Se,P
SAR,DD07TRI002,160.18,165.2,HDG,C,Se,P
SAR,DD07TRI002,165.2,168.26,HDG,P,Se,P
SAR,DD07TRI002,168.26,169.0,ch,C,HRE,P
SAR,DD07TRI002,169.0,176.64,Ch,P,Se,P
SAR,DD07TRI002,176.64,177.44,Ch,C,HRE,P
SAR,DD07TRI002,177.44,188.0,Ch,P,Se,P
SAR,DD07TRI002,188.0,201.9,Ch,P,Se,P
SAR,DD07TRI002,201.9,204.95,Ch,P,Se,P
SAR,DD07TRI002,204.95,207.08,Ch,P,Se,P
SAR,DD07TRI002,207.08,217.8,Ch,P,Se,P
SAR,DD07TRI002,217.8,223.6,HRE,C,Ch,P
SAR,DD07TRI002,223.6,233.92,Ch,P,,
SAR,DD07TRI002,233.92,243.2,Ch,P,,
SAR,DD07TRI002,243.2,245.1,Se,P,Ch,P
SAR,DD07TRI002,245.1,250.15,Se,P,Ch,P
SAR,DD07TRI002,250.15,252.5,ch,C,HRE,P
SAR,DD07TRI002,252.5,254.8,ch,P,HRE,P
SAR,DD07TRI002,254.8,263.08,HRE,P,Ch,P
SAR,DD07TRI002,263.08,271.05,HRE,P,Ch,P
SAR,DD07TRI002,271.05,272.6,HRE,P,Ch,P
SAR,DD07TRI002,272.6,273.9,Ch,P,HRE,P
SAR,DD07TRI002,273.9,274.9,HRE,P,Ch,P
SAR,DD07TRI002,274.9,293.87,HRE,C,Ch,P
SAR,DD07TRI002,293.87,297.07,HRE,C,Ch,P
SAR,DD07TRI002,297.07,297.97,HRE,C,Ch,P
SAR,DD07TRI002,297.97,299.45,HRE,C,Se,P
SAR,DD07TRI002,299.45,301.0,Ch,P,HRE,P
SAR,DD07TRI002,301.0,304.25,HRE,P,Ch,P
SAR,DD07TRI002,304.25,315.2,ch,P,se,C
SAR,DD07TRI002,315.2,316.9,ch,P,se,P
SAR,DD07TRI002,316.9,319.85,ch,P,se,P
SAR,DD07TRI002,319.85,327.97,ch,P,HRE,P
SAR,DD07TRI002,327.97,328.95,ch,P,HRE,P
SAR,DD07TRI002,328.95,333.37,ch,P,Se,C
SAR,DD07TRI002,333.37,336.1,ch,P,HRE,P
SAR,DD07TRI002,336.1,340.95,ch,C,HRE,P
SAR,DD07TRI002,340.95,344.03,ch,C,HRE,P
SAR,DD07TRI002,344.03,347.9,ch,C,HRE,C
SAR,DD07TRI002,347.9,349.97,ch,C,HRE,P
SAR,DD07TRI002,349.97,353.78,ch,C,mt,C
SAR,DD07TRI002,353.78,355.9,ch,C,HRE,P
SAR,DD07TRI002,355.9,357.2,ch,C,HSP,C
SAR,DD07TRI002,357.2,359.2,ch,P,Se,O
SAR,DD07TRI002,359.2,362.6,ch,P,Se,O
SAR,DD07TRI002,362.6,369.29,ch,P,Se,O
SAR,DD07TRI002,369.29,371.27,ch,P,Se,O
SAR,DD07TRI002,371.27,381.3,ch,O,HRE,P
SAR,DD07TRI002,381.3,382.07,ch,P,HRE,P
SAR,DD07TRI002,382.07,391.0,ch,O,HRE,P
SAR,DD07TRI002,391.0,394.6,ch,C,HRE,C
SAR,DD07TRI002,394.6,396.05,ch,O,HRE,P
SAR,DD07TRI002,396.05,409.8,ch,C,HRE,C
SAR,DD07TRI002,409.8,412.85,ch,C,HRE,P
SAR,DD07TRI002,412.85,413.8,HRE,C,Se,C
SAR,DD07TRI002,413.8,415.25,Ch,C,HRE,P
SAR,DD07TRI002,415.25,418.4,Ch,C,Se,C
SAR,DD07TRI002,418.4,423.5,Ch,C,HRE,P
SAR,DD07TRI002,423.5,424.4,Ch,C,Mt,C
SAR,DD07TRI002,424.4,430.65,Ch,C,Mt,C
SAR,DD07TRI002,430.65,433.08,Ch,C,Mt,C
SAR,DD07TRI002,433.08,447.72,Ch,C,Mt,C
SAR,DD07TRI002,447.72,451.6,Ch,C,Mt,C
SAR,DD07TRI002,451.6,465.5,Ch,C,Mt,C
SAR,DD07TRI002,465.5,506.0,Ch,C,Mt,C
SAR,DD07TRI002,506.0,515.7,Ch,C,Mt,C
SAR,DD07TRI002,515.7,519.15,Mt,C,HRE,P
SAR,DD07TRI002,519.15,521.2,HRE,C,Se,O
SAR,DD07TRI002,521.2,522.1,Mt,P,HRE,P
SAR,DD07TRI002,522.1,523.6,MT,C,Se,O
SAR,DD07TRI002,523.6,528.9,Mt,P,HRE,P
SAR,DD07TRI002,528.9,543.8,Mt,C,Se,O
SAR,DD07TRI002,543.8,551.4,Mt,C,HRE,P
SAR,DD07TRI002,551.4,556.08,Mt,C,Se,O
SAR,DD07TRI002,556.08,563.38,Mt,C,HRE,P
SAR,DD07TRI002,563.38,567.8,HRE,P,Ch,P
SAR,DD07TRI002,567.8,569.9,HRE,P,se,P
SAR,DD07TRI002,569.9,571.7,Ch,P,HRE,P
SAR,DD07TRI002,571.7,575.3,HRE,P,CH,P
SAR,DD07TRI002,575.3,579.43,HRE,P,CH,P
SAR,DD07TRI002,579.43,581.1,Ch,P,,
SAR,DD07TRI002,581.1,587.23,Ch,P,HRE,P
SAR,DD07TRI002,587.23,593.94,Ch,P,HRE,P
SAR,DD07TRI002,593.94,608.7,HRE,P,,
SAR,DD07TRI002,608.7,630.85,Se,C,HRE,P
SAR,DD07TRI002,630.85,685.0,ch,P,HRE,P
SAR,DD07TUR001,112.5,115.15,ch,C,af,P
SAR,DD07TUR001,115.15,125.5,af,S,se,S
SAR,DD07TUR001,125.5,127.6,ch,P,qt,C
SAR,DD07TUR001,127.6,133.0,af,C,ch,P
SAR,DD07TUR001,133.0,136.3,af,S,ch,P
SAR,DD07TUR001,136.3,146.6,cb,C,mt,D
SAR,DD07TUR001,146.6,160.85,ch,P,,
SAR,DD07TUR001,160.85,165.78,CH,P,HRR,P
SAR,DD07TUR001,165.78,172.2,af,S,ch,C
SAR,DD07TUR001,172.2,174.6,py,C,qt,C
SAR,DD07TUR001,174.6,178.3,af,C,qt,C
SAR,DD07TUR001,178.3,182.65,af,C,ch,P
SAR,DD07TUR001,182.65,184.2,af,C,ch,P
SAR,DD07TUR001,184.2,185.75,qt,C,ch,P
SAR,DD07TUR001,185.75,187.2,af,C,ch,P
SAR,DD07TUR001,187.2,187.8,cb,S,ch,P
SAR,DD07TUR001,187.8,189.2,af,C,qt,C
SAR,DD07TUR001,189.2,190.0,ca,V,mt,V
SAR,DD07TUR001,190.0,193.0,af,C,ch,P
SAR,DD07TUR001,193.0,199.4,af,C,mt,V
SAR,DD07TUR001,199.4,206.8,af,C,ch,C
SAR,DD07TUR001,206.8,208.0,af,C,mt,V
SAR,DD07TUR001,208.0,212.5,af,C,ch,P
SAR,DD07TUR001,212.5,215.0,cb,V,ch,P
SAR,DD07TUR001,215.0,221.7,cb,C,ch,P
SAR,DD07TUR001,221.7,225.2,af,C,mt,C
SAR,DD07TUR001,225.2,238.2,HDG,O,mt,C
SAR,DD07TUR001,238.2,241.0,af,C,hb,O
SAR,DD07TUR001,241.0,243.2,af,C,mt,C
SAR,DD07TUR001,243.2,246.0,ch,C,hb,C
SAR,DD07TUR001,246.0,254.0,af,C,ch,P
SAR,DD07TUR001,254.0,255.2,cb,P,mt,C
SAR,DD07TUR001,255.2,265.0,af,O,cb,P
SAR,DD07TUR001,265.0,267.1,CB,C,MT,V
SAR,DD07TUR001,267.1,268.6,af,C,ch,P
SAR,DD07TUR001,268.6,279.0,ch,C,mt,C
SAR,DD07TUR001,279.0,282.9,hb,S,mt,C
SAR,DD07TUR001,282.9,285.0,hb,V,mt,V
SAR,DD07TUR001,285.0,309.7,hb,C,mt,C
SAR,DD07TUR001,309.7,310.5,af,V,ch,P
SAR,DD07TUR001,310.5,314.1,hb,S,mt,V
SAR,DD07TUR001,314.1,314.9,af,P,hb,V
SAR,DD07TUR001,314.9,318.1,hb,V,mt,V
SAR,DD07TUR001,318.1,328.1,hb,C,mt,C
SAR,DD07TUR001,328.1,331.3,af,V,mt,V
SAR,DD07TUR001,331.3,338.2,ca,P,mt,V
SAR,DD07TUR001,338.2,338.8,ca,V,,
SAR,DD07TUR001,338.8,347.0,af,C,mt,C
SAR,DD07TUR001,347.0,351.75,af,O,mt,C
SAR,DD07TUR001,351.75,356.05,af,C,mt,V
SAR,DD07TUR001,356.05,361.2,af,C,mt,V
SAR,DD07TUR001,361.2,361.7,ch,X,af,P
SAR,DD07TUR001,361.7,365.15,AF,C,MT,X
SAR,DD07TUR001,365.15,368.7,mt,C,ch,P
SAR,DD07TUR001,368.7,369.65,ch,C,mt,X
SAR,DD07TUR001,369.65,380.8,af,C,ch,P
SAR,DD07TUR001,380.8,388.9,af,C,mt,P
SAR,DD07TUR001,388.9,390.0,af,P,sa,D
SAR,DD07TUR001,390.0,395.0,ch,C,mt,P
SAR,DD07TUR001,395.0,397.6,ch,C,mt,P
SAR,DD07TUR001,397.6,400.5,ch,V,,
SAR,DD07TUR001,400.5,401.9,ch,P,mt,V
SAR,DD07TUR001,401.9,405.0,hb,V,mt,V
SAR,DD07TUR001,405.0,411.1,ch,P,se,P
SAR,DD07TUR001,411.1,411.5,ds,V,SE,P
SAR,DD07TUR001,411.5,414.61,SE,P,CB,P
SAR,DD07TUR001,414.61,420.75,af,P,MT,P
SAR,DD07TUR001,420.75,422.0,CB,P,SE,C
SAR,DD07TUR001,422.0,428.65,AF,C,MT,P
SAR,DD07TUR001,428.65,431.52,CB,C,DS,V
SAR,DD07TUR001,431.52,437.6,ds,V,HRR,C
SAR,DD07TUR001,437.6,439.32,cb,C,ch,S
SAR,DD07TUR001,439.32,441.2,CB,D,CH,C
SAR,DD07TUR001,441.2,443.0,bi,C,mt,D
SAR,DD07TUR001,443.0,449.1,CH,C,MT,P
SAR,DD07TUR001,449.1,471.2,SE,V,DS,V
SAR,DD07TUR001,471.2,479.54,DS,V,HRR,C
SAR,DD07TUR001,479.54,480.22,ch,F,HRR,P
SAR,DD07TUR001,480.22,488.5,BI,V,DS,V
SAR,DD07TUR001,488.5,497.51,MT,V,DS,V
SAR,DD07TUR001,497.51,498.46,mt,V,BI,S
SAR,DD07TUR001,498.46,518.7,BI,V,DS,V
SAR,DD07TUR001,518.7,523.15,DS,V,SE,V
SAR,DD07TUR001,523.15,523.95,MT,V,DS,P
SAR,DD07TUR001,523.95,529.42,bi,V,ds,V
SAR,DD07TUR001,529.42,529.73,bi,V,ds,V
SAR,DD07TUR001,529.73,542.0,BI,V,ds,C
SAR,DD07TUR001,542.0,543.1,DS,C,BI,D
SAR,DD07TUR001,543.1,547.84,BI,V,DS,V
SAR,DD07TUR001,547.84,551.7,CH,D,MU,D
SAR,DD07TUR001,551.7,552.32,MT,V,,
SAR,DD07TUR001,552.32,561.1,CH,D,MT,P
SAR,DD07TUR001,561.1,563.9,BI,V,DS,V
SAR,DD07TUR001,563.9,565.65,BI,C,DS,P
SAR,DD07TUR001,565.65,568.0,BI,D,DS,P
SAR,DD07TUR001,568.0,571.29,ch,V,mt,V
SAR,DD07TUR001,571.29,574.0,mt,V,ds,V
SAR,DD07TUR001,574.0,580.15,CH,D,MT,P
SAR,DD07TUR001,580.15,585.7,MU,V,MT,D
SAR,DD07TUR001,585.7,587.0,CH,V,MT,P
SAR,DD07TUR001,587.0,593.61,CH,V,MU,V
SAR,DD07TUR001,593.61,594.16,CH,V,,
SAR,DD07TUR001,594.16,597.0,bi,V,PY,P
SAR,DD07TUR001,597.0,597.4,CH,O,,
SAR,DD07TUR001,597.4,602.0,HB,P,PY,C
SAR,DD07TUR001,602.0,605.1,BI,S,HB,C
SAR,DD07TUR001,605.1,607.65,MT,V,HB,V
SAR,DD07TUR001,607.65,608.9,PY,V,MT,V
SAR,DD07TUR001,608.9,609.95,PY,V,MT,V
SAR,DD07TUR001,609.95,611.6,BI,C,MT,C
SAR,DD07TUR001,611.6,612.3,CH,V,HB,C
SAR,DD07TUR001,612.3,626.6,PY,P,MT,P
SAR,DD07TUR001,626.6,641.1,HB,C,MT,C
SAR,DD07TUR001,641.1,643.2,HB,V,af,C
SAR,DD07TUR001,643.2,646.6,af,C,hb,V
SAR,DD07TUR001,646.6,650.6,BI,C,MT,C
SAR,DD07TUR001,650.6,651.5,AF,P,HB,P
SAR,DD07TUR001,651.5,657.2,MT,C,PY,C
SAR,DD07TUR001,657.2,663.2,PY,C,SS,P
SAR,DD07TUR001,663.2,664.9,mt,C,ch,P
SAR,DD07TUR001,664.9,667.0,cb,D,mt,P
SAR,DD07TUR001,667.0,667.45,cb,D,ch,C
SAR,DD07TUR001,667.45,670.88,cb,V,mt,P
SAR,DD07TUR001,670.88,672.0,ch,P,mt,P
SAR,DD07TUR001,672.0,673.5,bi,P,se,C
SAR,DD07TUR001,673.5,676.2,ch,P,mt,P
SAR,DD07TUR001,676.2,683.9,ch,C,SS,P
SAR,DD07TUR001,683.9,684.53,ch,C,SS,V
SAR,DD07TUR001,684.53,687.82,ch,C,SS,P
SAR,DD07TUR001,687.82,692.85,bi,D,cb,D
SAR,DD07TUR001,692.85,704.15,ch,P,se,C
SAR,DD07TUR001,704.15,710.2,BI,C,CH,C
SAR,DD07TUR001,710.2,711.2,BI,D,CH,P
SAR,DD07TUR001,711.2,713.12,CH,D,,
SAR,DD07TUR001,713.12,714.83,CH,P,SE,C
SAR,DD07TUR001,714.83,715.37,BI,S,CH,P
SAR,DD07TUR001,715.37,717.5,AC,P,CB,D
SAR,DD07TUR001,717.5,718.13,BI,S,mt,D
SAR,DD07TUR001,718.13,723.4,BI,C,CH,P
SAR,DD07TUR001,723.4,724.5,SS,D,ch,C
SAR,DD07TUR001,724.5,726.86,bi,D,ch,P
SAR,DD07TUR001,726.86,728.0,ch,P,SS,P
SAR,DD07TUR001,728.0,729.16,CH,P,MT,P
SAR,DD07TUR001,729.16,731.4,CH,F,mu,D
SAR,DD07TUR001,729.18,731.4,BI,D,CH,F
SAR,DD07TUR001,731.4,733.08,bi,C,ch,V
SAR,DD07TUR001,733.08,740.9,mt,P,,
